"eudract_number","double_blind","single_blind","open","randomised","crossover","parallel_group","controlled","arms"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003050-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003118-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003129-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003156-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003167-58","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003390-95","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003397-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003397-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003438-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003492-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003714-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003714-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003714-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003714-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003763-56","No","No","Yes","No","No","No","No","1"
"2013-003763-56","No","No","Yes","No","No","No","No","1"
"2013-003763-56","No","No","Yes","No","No","No","No","1"
"2013-003763-56","No","No","Yes","No","No","No","No","1"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003820-36","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003822-96","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003822-96","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003822-96","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003822-96","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003822-96","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003829-29","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003839-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003868-31","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003868-31","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-003868-31","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004136-30","No","No","Yes","No","No","No","No","1"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004278-88","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004392-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004422-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004422-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004422-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004422-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004422-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004422-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004430-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004430-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004430-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004430-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004430-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004435-72","No","No","Yes","No","No","No","No","2+"
"2013-004482-14","No","No","Yes","No","No","No","No","2+"
"2013-004482-14","No","No","Yes","No","No","No","No","2+"
"2013-004482-14","No","No","Yes","No","No","No","No","2+"
"2013-004482-14","No","No","Yes","No","No","No","No","2+"
"2013-004482-14","No","No","Yes","No","No","No","No","2+"
"2013-004482-14","No","No","Yes","No","No","No","No","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004494-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004654-13","No","No","Yes","No","No","No","No","1"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004659-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004674-97","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004711-50","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004813-41","No","No","Yes","No","No","No","No","1"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-004958-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-005007-13","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-005007-13","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-005007-13","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-005007-13","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005427-16","No","No","Yes","No","No","No","No","1"
"2013-005449-35","No","No","Yes","No","No","No","No","1"
"2013-005449-35","No","No","Yes","No","No","No","No","1"
"2013-005449-35","No","No","Yes","No","No","No","No","1"
"2013-005449-35","No","No","Yes","No","No","No","No","1"
"2013-005449-35","No","No","Yes","No","No","No","No","1"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000106-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000222-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000222-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000222-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000222-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000222-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000255-85","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000331-16","Yes","No","No","Yes","No","No","Yes","2+"
"2014-000331-16","Yes","No","No","Yes","No","No","Yes","2+"
"2014-000382-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000382-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000382-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000382-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000565-47","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000566-22","No","No","Yes","No","No","No","No","1"
"2014-000569-35","No","No","Yes","No","No","No","No","1"
"2014-000907-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-000907-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001280-13","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001286-28","No","No","Yes","No","No","No","No","1"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001363-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001486-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001718-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001718-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001718-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001718-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001718-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001718-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001750-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-001824-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2014-002009-40","No","No","Yes","Yes","No","Yes","Yes","2+"
