"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_orig","open_orig","double_blind_orig","single_blind_orig","controlled_orig","parallel_group_orig","crossover_orig","randomised_orig"
"2007-005684-10","An open Phase I/IIa trial to investigate the maximum tolerated dose safety efficacy and pharmacokinetics of BI 811283 in combination with cytarabine in patients with previously untreated acute myeloid leukaemia ineligible for intensive treatment","ES","No","No","Yes","ok","No","No","Yes","Yes","1","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2007-005684-10","An open Phase I/IIa trial to investigate the maximum tolerated dose safety efficacy and pharmacokinetics of BI 811283 in combination with cytarabine in patients with previously untreated acute myeloid leukaemia ineligible for intensive treatment","DE","No","No","Yes","ok","No","No","Yes","Yes","1","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2007-005684-10","An open Phase I/IIa trial to investigate the maximum tolerated dose safety efficacy and pharmacokinetics of BI 811283 in combination with cytarabine in patients with previously untreated acute myeloid leukaemia ineligible for intensive treatment","AT","No","No","Yes","ok","No","No","Yes","Yes","1","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","FR","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","NL","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","SK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006195-11","A double-blind randomised multiple dose Phase III multicentre study of Alpharadin in the treatment of patients with symptomatic hormone refractory prostate cancer with skeletal metastases.","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","No","Yes","No","Yes","Yes","No","Yes"
"2007-006263-68","RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL OF 6 MONTHS VERSUS 12 MONTHS CLOPIDOGREL THERAPY AFTER IMPLANTATION OF A DRUG-ELUTING STENT SAFETY AND EFFICACY OF SIX MONTHS DUAL ANTIPLATELET THERAPY AFTER DRUG-ELUTING STENTING – ISAR-SAFE","DK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2007-006263-68","RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL OF 6 MONTHS VERSUS 12 MONTHS CLOPIDOGREL THERAPY AFTER IMPLANTATION OF A DRUG-ELUTING STENT SAFETY AND EFFICACY OF SIX MONTHS DUAL ANTIPLATELET THERAPY AFTER DRUG-ELUTING STENTING – ISAR-SAFE","AT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2007-006263-68","RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL OF 6 MONTHS VERSUS 12 MONTHS CLOPIDOGREL THERAPY AFTER IMPLANTATION OF A DRUG-ELUTING STENT SAFETY AND EFFICACY OF SIX MONTHS DUAL ANTIPLATELET THERAPY AFTER DRUG-ELUTING STENTING – ISAR-SAFE","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN®)in combination with low-dose interferon as first-line treatment ofnephrectomised patients with metastatic clear cell renal cell carcinoma","PT","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN) in combination with low-dose interferon as first-line treatment of  nephrectomised patients with metastatic clear cell renal cell carcinoma","GB","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN®) in combination with low-dose interferon as first-line treatment of nephrectomised patients with metastatic clear cell renal cell carcinoma","FI","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN) in combination with low-dose interferon as first-line treatment of  nephrectomised patients with metastatic clear cell renal cell carcinoma","EE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN®) in combination with low-dose interferon as first-line treatment of nephrectomised patients with metastatic clear cell renal cell carcinoma","NL","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN) in combination with low-dose interferon as first-line treatment of  nephrectomised patients with metastatic clear cell renal cell carcinoma","CZ","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN) in combination with low-dose interferon as first-line treatment of  nephrectomised patients with metastatic clear cell renal cell carcinoma","SE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN) in combination with low-dose interferon as first-line treatment of  nephrectomised patients with metastatic clear cell renal cell carcinoma","GR","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN®) in combination with low-dose interferon as first-line treatment of nephrectomised patients with metastatic clear cell renal cell carcinoma","DE","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-006611-23","Open-label single-arm phase II study of bevacizumab (AVASTIN®)in combination with low-dose interferon as first-line treatment ofnephrectomised patients with metastatic clear cell renal cell carcinoma","LT","No","No","Yes","","No","No","No","No","1","","","Yes","No","No","No","No","No","1","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","",""
"2007-007847-28","A multicenter randomized two-armed open-label Phase III study to evaluate the adjuvant vaccination with tumor RNA-loaded autologous Dendritic Cells versus observation of patients with resected monosomy 3 uveal melanoma","DE","No","No","Yes","ok","Yes","No","No","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","Estudio de fase II aleatorizado abierto y multicéntrico que compara el tratamiento con bevacizumab más RAD001 frente a interferón alfa-2a más bevacizumab en el tratamiento de primera línea de pacientes con carcinoma renal metastásico de células clarasA randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","ES","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney.","GB","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","FR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-  2a plus bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney.","BE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney.","NL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","SK","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","Estudio de fase II aleatorizado abierto y multicéntrico que compara el tratamiento con bevacizumab más RAD001 frente a interferón alfa-2a más bevacizumab en el tratamiento de primera línea de pacientes con carcinoma renal metastásico de células clarasA randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","Estudio de fase II aleatorizado abierto y multicéntrico que compara el tratamiento con bevacizumab más RAD001 frente a interferón alfa-2a más bevacizumab en el tratamiento de primera línea de pacientes con carcinoma renal metastásico de células clarasA randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2008-000077-38","A randomized open label multi-center phase II study to compare bevacizumab plus RAD001 versus interferon alfa-2a and bevacizumab for the first-line treatment of patients with metastatic clear cell carcinoma of the kidney","IT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
