"active_comparator","arms","controlled","crossover","design","double_blind","eudract_number","open","parallel_group","placebo","protocol_country_code","randomised","single_blind","title","open_gs","open_orig","arms_gs","arms_orig","double_blind_gs","double_blind_orig","single_blind_gs","single_blind_orig","controlled_gs","controlled_orig","parallel_group_gs","parallel_group_orig","crossover_gs","crossover_orig","randomised_gs","randomised_orig"
"No","2+","Yes","No","ok","Yes","2010-020601-32","No","Yes","Yes","DK","Yes","No","A Randomized Double-Blind Factorial Parallel-Group Active and Placebo-Controlled Multicenter Dose-Ranging Study to Evaluate the Efficacy Safety and Tolerability of Six Dose Combinations of Solifenacin Succinate and Mirabegron Compared to Mirabegron and Solifenacin Succinate Monotherapies in the Treatment of Overactive Bladder.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","IT","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","AT","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","NL","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","BE","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","GB","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","HU","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","SE","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","PT","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","IS","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","PL","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","DE","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003839-30","No","Yes","Yes","ES","Yes","No","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2014-003150-13","No","Yes","Yes","DE","Yes","No","A randomized placebo-controlled phase 2 study of decitabine with or without eltrombopag in AML patients ≥65 years of age not eligible for intensive chemotherapyRandomisierte Placebo-kontrollierte Phase-II-Studie zu Decitabin in Kombination mit oder ohne Eltrombopag bei AML-Patienten ≥65 Jahre für die eine intensive Chemotherapie nicht in Frage kommt","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2016-001935-12","Yes","Yes","No","AT","Yes","No","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017 - Medzinárodný liečebný  protokol pre deti a adolescentov s akútnou lymfoblastovou leukémiou","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2016-001935-12","Yes","Yes","No","SK","Yes","No","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017 - Medzinárodný liečebný  protokol pre deti a adolescentov s akútnou lymfoblastovou leukémiou","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2016-001935-12","Yes","Yes","No","DE","Yes","No","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017- Mezinárodní léčebný protokol pro léčbu akutní lymfoblastické leukémie u dětí a dospívajících","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2016-001935-12","Yes","Yes","No","CZ","Yes","No","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017 - Medzinárodný liečebný  protokol pre deti a adolescentov s akútnou lymfoblastovou leukémiou","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-000066-37","No","Yes","Yes","CZ","Yes","No","Double-blind randomized placebo-controlled study on efficacy safety and tolerability of ancrod in patients with sudden sensorineural hearing lossDvojitě zaslepená randomizovaná placebem kontrolovaná studie účinnosti bezpečnosti a snášenlivosti přípravku ancrod u pacientů s náhlou sensorineurální ztrátou sluchu","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-000066-37","No","Yes","Yes","DE","Yes","No","Double-blind randomized placebo-controlled study on efficacy safety and tolerability of ancrod in patients with sudden sensorineural hearing lossDoppelblinde randomisierte plazebokontrollierte Studie zur Wirksamkeit Sicherheit und Verträglichkeit von Ancrod bei Patienten mit plötzlichem sensorineuralem Hörverlust (Hörsturz).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","1","No","No","ok","No","2008-001212-20","Yes","No","No","FR","No","No","An open-label long term multi-center study to assess the safety and efficacy of fixed dose combinations of solifenacin succinate (6 mg and 9 mg) with tamsulosin hydrochloride OCAS 0.4 mg in male subjects with lower urinary tract symptoms (LUTS) associated with benign prostatic hyperplasia (BPH) with a substantial storage component","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes","2+","Yes","No","ok","Yes","2011-006041-14","No","Yes","No","PL","Yes","No","A Multi-Dose Double-Blind Double-Dummy Active Control Randomized Clinical (Phase II) Study of Two Dosing Regimens of Finafloxacin for the Treatment of cUTI and/or Acute Pyelonephritis Requiring Hospitalisation","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2007-000180-13","Yes","Yes","No","IT","Yes","No","OPTIMA: A Randomized Open-label 156-week Treatment Study to Evaluate the Efficacy and Safety of Telbivudine or Tenofovir Treatment in HBeAg-negative Chronic Hepatitis B Patients Based on the Roadmap Concept","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2007-000180-13","Yes","Yes","No","DE","Yes","No","OPTIMA: A Randomized Open-label 104-week Treatment Study to Evaluate the Efficacy and Safety of Telbivudine or Tenofovir Treatment in HBeAg-negative Chronic Hepatitis B Patients Based on the Roadmap Concept","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2007-000180-13","Yes","Yes","No","ES","Yes","No","OPTIMA: A Randomized Open-label 156-week Treatment Study to Evaluate the Efficacy and Safety of Telbivudine or Tenofovir Treatment in HBeAg-negative Chronic Hepatitis B Patients Based on the Roadmap Concept","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2007-000180-13","Yes","Yes","No","GR","Yes","No","OPTIMA: A Randomized Open-label 104-week Treatment Study to Evaluate the Efficacy and Safety of Telbivudine or Tenofovir Treatment in HBeAg-negative Chronic Hepatitis B Patients Based on the Roadmap Concept","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2007-000180-13","Yes","Yes","No","BG","Yes","No","OPTIMA: A Randomized Open-label 156-week Treatment Study to Evaluate the Efficacy and Safety of Telbivudine or Tenofovir Treatment in HBeAg-negative Chronic Hepatitis B Patients Based on the Roadmap Concept","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2007-000180-13","Yes","Yes","No","AT","Yes","No","OPTIMA: A Randomized Open-label 156-week Treatment Study to Evaluate the Efficacy and Safety of Telbivudine or Tenofovir Treatment in HBeAg-negative Chronic Hepatitis B Patients Based on the Roadmap Concept","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"","2+","No","No","ok","No","2012-003499-37","Yes","No","","DE","No","No","Long-term study evaluating the effect of Givinostat in patients with JAK2V617F positive chronic myeloproliferative neoplasms.Studio a lungo termine volto alla valutazione dell'effetto di Givinostat in pazienti JAK2V617F positivi affetti da neoplasie mieloproliferative croniche.","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"","2+","No","No","","No","2012-003499-37","Yes","No","","IT","No","No","Long-term study evaluating the effect of Givinostat in patients with JAK2V617F positive chronic myeloproliferative neoplasms.Studio a lungo termine volto alla valutazione dell'effetto di Givinostat in pazienti JAK2V617F positivi affetti da neoplasie mieloproliferative croniche.","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"","2+","No","No","ok","No","2012-003499-37","Yes","No","","PL","No","No","Long-term study evaluating the effect of Givinostat in patients with JAK2V617F positive chronic myeloproliferative neoplasms.Studio a lungo termine volto alla valutazione dell'effetto di Givinostat in pazienti JAK2V617F positivi affetti da neoplasie mieloproliferative croniche.","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-003022-92","Yes","No","No","FI","No","No","A Multicenter Single-Arm Open-Label Post-Marketing Safety Study to Evaluate the Risk of Seizure Among Subjects with Metastatic Castration-Resistant Prostate Cancer (mCRPC) Treated with Enzalutamide Who Are at Potential Increased Risk of SeizureStudio sulla sicurezza post-marketing multicentrico a braccio singolo inaperto volto a valutare il rischio di attacchi convulsivi in soggetti affetti dacarcinoma prostatico metastatico resistente alla castrazione (mCRPC)trattati con enzalutamide che sono a maggiore rischio potenziale diattacchi convulsivi","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-003022-92","Yes","No","No","CZ","No","No","A Multicenter Single-Arm Open-Label Post-Marketing Safety Study to Evaluate the Risk of Seizure Among Subjects with Metastatic Castration-Resistant Prostate Cancer (mCRPC) Treated with Enzalutamide Who Are at Potential Increased Risk of SeizureStudio sulla sicurezza post-marketing multicentrico a braccio singolo inaperto volto a valutare il rischio di attacchi convulsivi in soggetti affetti dacarcinoma prostatico metastatico resistente alla castrazione (mCRPC)trattati con enzalutamide che sono a maggiore rischio potenziale diattacchi convulsivi","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-003022-92","Yes","No","No","DE","No","No","A Multicenter Single-Arm Open-Label Post-Marketing Safety Study to Evaluate the Risk of Seizure Among Subjects with Metastatic Castration-Resistant Prostate Cancer (mCRPC) Treated with Enzalutamide Who Are at Potential Increased Risk of SeizureStudio sulla sicurezza post-marketing multicentrico a braccio singolo inaperto volto a valutare il rischio di attacchi convulsivi in soggetti affetti dacarcinoma prostatico metastatico resistente alla castrazione (mCRPC)trattati con enzalutamide che sono a maggiore rischio potenziale diattacchi convulsivi","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-003022-92","Yes","No","No","SE","No","No","A Multicenter Single-Arm Open-Label Post-Marketing Safety Study to Evaluate the Risk of Seizure Among Subjects with Metastatic Castration-Resistant Prostate Cancer (mCRPC) Treated with Enzalutamide Who Are at Potential Increased Risk of Seizure(UPWARD)","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-003022-92","Yes","No","No","HU","No","No","A Multicenter Single-Arm Open-Label Post-Marketing Safety Study to Evaluate the Risk of Seizure Among Subjects with Metastatic Castration-Resistant Prostate Cancer (mCRPC) Treated with Enzalutamide Who Are at Potential Increased Risk of SeizureStudio sulla sicurezza post-marketing multicentrico a braccio singolo inaperto volto a valutare il rischio di attacchi convulsivi in soggetti affetti dacarcinoma prostatico metastatico resistente alla castrazione (mCRPC)trattati con enzalutamide che sono a maggiore rischio potenziale diattacchi convulsivi","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
