"arms","open","double_blind","single_blind","controlled","parallel_group","crossover","randomised","eudract_number","title","protocol_country_code"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF MPDL3280A (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-SELECTED HIGH RISK MUSCLE INVASIVE BLADDER CANCER AFTER CYSTECTOMYESTUDIO DE FASE III MULTICÉNTRICO ABIERTO RANDOMIZADO DE MPDL3280A (ANTICUERPO ANTI-PD-L1) FRENTE A OBSERVACIÓN COMO TRATAMIENTO ADYUVANTE EN PACIENTES CON CÁNCER DE VEJIGA MÚSCULO-INVASIVO DE ALTO RIESGO SELECCIONADOS POR PD-L1 TRAS CISTECTOMÍA","GB"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH HIGH RISK MUSCLE INVASIVE UROTHELIAL CARCINOMA AFTER SURGICAL RESECTION","PL"
"2+","Yes","No","No","Yes","No","No","Yes","2014-005603-25","A PHASE III OPEN-LABEL MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB  (ANTI-PD-L1 ANTIBODY) VERSUS OBSERVATION AS ADJUVANT THERAPY IN PATIENTS WITH PD-L1-POSITIVE HIGH RISK MUSCLE INVASIVE UROTHELIAL CARCINOMA AFTER SURGICAL RESECTION","FI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Estudio multicéntrico aleatorizado doble ciego  para evaluar la eficacia y seguridad de añadir mirabegrón a solifenacina en pacientes con vejiga hiperactiva (VH) incontinentes que han recibido solifenacina 4 semanas y requieren un alivio adicional de sus síntomas de vejiga hiperactiva","SK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Randomizované dvojito zaslepené multicentrické klinické skúšanie na zhodnotenie účinnosti a bezpečnosti pridania mirabegronu k solifenacínu u inkontinentných pacientov s hyperaktívnym močovým mechúrom (OAB) ktorí užívali solifenacín počas štyroch týždňov a požadujú ďalšiu úľavu od príznakov OAB.","AT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.","NO"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.","DK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Randomizované dvojito zaslepené multicentrické klinické skúšanie na zhodnotenie účinnosti a bezpečnosti pridania mirabegronu k solifenacínu u inkontinentných pacientov s hyperaktívnym močovým mechúrom (OAB) ktorí užívali solifenacín počas štyroch týždňov a požadujú ďalšiu úľavu od príznakov OAB.","NL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Randomizowane prowadzone metodą podwójnie ślepej próby wieloośrodkowe badanie kliniczne oceniające skuteczność i bezpieczeństwo stosowania mirabegronu z solifencyną u chorych z nietrzymaniem moczu w przebiegu pęcherza nadreaktywnego (OAB) leczonych przez cztery tygodnie solifenacyną i wymagających dodatkowego złagodzenia objawów OAB.","SE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Een gerandomizeerd dubbelblind multicenter onderzoek ter beoordeling van de werkzaamheid en veiligheid van de toevoeging van Mirabegron aan Solifenacine in incontinente OAB proefpersonen die 4 weken met Solifenacine zijn behandeld en additionele verlichting vragen/wensen voor hun OAB symptomen.","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Een gerandomizeerd dubbelblind multicenter onderzoek ter beoordeling van de werkzaamheid en veiligheid van de toevoeging van Mirabegron aan Solifenacine in incontinente OAB proefpersonen die 4 weken met Solifenacine zijn behandeld en additionele verlichting vragen/wensen voor hun OAB symptomen.","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Estudio multicéntrico aleatorizado doble ciego  para evaluar la eficacia y seguridad de añadir mirabegrón a solifenacina en pacientes con vejiga hiperactiva (VH) incontinentes que han recibido solifenacina 4 semanas y requieren un alivio adicional de sus síntomas de vejiga hiperactiva","IE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Randomizowane prowadzone metodą podwójnie ślepej próby wieloośrodkowe badanie kliniczne oceniające skuteczność i bezpieczeństwo stosowania mirabegronu z solifencyną u chorych z nietrzymaniem moczu w przebiegu pęcherza nadreaktywnego (OAB) leczonych przez cztery tygodnie solifenacyną i wymagających dodatkowego złagodzenia objawów OAB.","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Estudio multicéntrico aleatorizado doble ciego  para evaluar la eficacia y seguridad de añadir mirabegrón a solifenacina en pacientes con vejiga hiperactiva (VH) incontinentes que han recibido solifenacina 4 semanas y requieren un alivio adicional de sus síntomas de vejiga hiperactiva","SI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.","CZ"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.","GR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.","PT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Randomizowane prowadzone metodą podwójnie ślepej próby wieloośrodkowe badanie kliniczne oceniające skuteczność i bezpieczeństwo stosowania mirabegronu z solifencyną u chorych z nietrzymaniem moczu w przebiegu pęcherza nadreaktywnego (OAB) leczonych przez cztery tygodnie solifenacyną i wymagających dodatkowego złagodzenia objawów OAB.","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2012-005401-41","A Randomized Double-Blind Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms.Randomizované dvojito zaslepené multicentrické klinické skúšanie na zhodnotenie účinnosti a bezpečnosti pridania mirabegronu k solifenacínu u inkontinentných pacientov s hyperaktívnym močovým mechúrom (OAB) ktorí užívali solifenacín počas štyroch týždňov a požadujú ďalšiu úľavu od príznakov OAB.","FI"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-004331-23","A Randomized Phase 2 Study Evaluating Abiraterone Acetate With Different Steroid Regimens for Preventing Symptoms Associated With Mineralocorticoid Excess in Asymptomatic Chemotherapy-Naïve and Metastatic Castration-Resistant Prostate Cancer (mCRPC) Patients","HU"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-004331-23","A Randomized Phase 2 Study Evaluating Abiraterone Acetate With Different Steroid Regimens for Preventing Symptoms Associated With Mineralocorticoid Excess in Asymptomatic Chemotherapy-Naïve and Metastatic Castration-Resistant Prostate Cancer (mCRPC) Patients","BE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-004331-23","A Randomized Phase 2 Study Evaluating Abiraterone Acetate With Different Steroid Regimens for Preventing Symptoms Associated With Mineralocorticoid Excess in Asymptomatic Chemotherapy-Naïve and Metastatic Castration-Resistant Prostate Cancer (mCRPC) Patients","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-004331-23","A Randomized Phase 2 Study Evaluating Abiraterone Acetate With Different Steroid Regimens for Preventing Symptoms Associated With Mineralocorticoid Excess in Asymptomatic Chemotherapy-Naïve and Metastatic Castration-Resistant Prostate Cancer (mCRPC) Patients","IT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-004331-23","A Randomized Phase 2 Study Evaluating Abiraterone Acetate With Different Steroid Regimens for Preventing Symptoms Associated With Mineralocorticoid Excess in Asymptomatic Chemotherapy-Naïve and Metastatic Castration-Resistant Prostate Cancer (mCRPC) Patients","DE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-003112-31","Risk of Squamous Cell Carcinoma on Skin Areas Treated with Ingenol Mebutate Gel 0.015% and Imiquimod Cream 5%","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-003112-31","Risk of Squamous Cell Carcinoma on Skin Areas Treated with Ingenol Mebutate Gel 0.015% and Imiquimod Cream 5%","FR"
"2+","Yes","No","No","Yes","Yes","No","Yes","2012-003112-31","Risk of Squamous Cell Carcinoma on Skin Areas Treated with Ingenol Mebutate Gel 0.015% and Imiquimod Cream 5%","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","FI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","NL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","NO"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","SE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003438-33","A phase III randomized double-blind placebo-controlled trial of radium-223 dichloride in combination with abiraterone acetate and prednisone/prednisolone in the treatment of asymptomatic or mildly symptomatic chemotherapy-naïve subjects with bone predominant metastatic castration-resistant prostate cancer (CRPC)","IT"
