"date_collected","flight_number","departure_gate","arrival_gate","scheduled_departure_t","actual_departure_t","scheduled_arrival_t","actual_arrival_t","scheduled_departure","actual_departure","scheduled_arrival","actual_arrival"
"2011-12-22","CO-89-IAH-EWR","","","Thu., Dec.22, 2011 6:00 a.m.","Thu., Dec.22, 2011 6:02 a.m.","Thu., Dec.22, 2011 10:20 a.m.","Thu., Dec.22, 2011 10:09 a.m.","2011-12-22 12:00:00+00","2011-12-22 12:02:00+00","2011-12-22 15:20:00+00","2011-12-22 15:09:00+00"
"2011-12-22","CO-1090-BOS-IAH","","","Thu., Dec.22, 2011 9:50 a.m.","Thu., Dec.22, 2011 9:58 a.m.","Thu., Dec.22, 2011 1:20 p.m.","Thu., Dec.22, 2011 1:31 p.m.","2011-12-22 14:50:00+00","2011-12-22 14:58:00+00","2011-12-22 19:20:00+00","2011-12-22 19:31:00+00"
"2011-12-22","UA-233-LAX-JFK","73","6","Thu, Dec 22 4:25 PM","Thu, Dec 22 4:25 PM","Fri, Dec 23 12:44 AM","Fri, Dec 23 12:44 AM","2011-12-23 00:25:00+00","2011-12-23 00:25:00+00","2011-12-23 05:44:00+00","2011-12-23 05:44:00+00"
"2011-12-22","UA-2945-PHL-CLT","C21","B5","Thu, Dec 22 12:00 AM","Thu, Dec 22 12:00 AM","Thu, Dec 22 1:45 PM","Thu, Dec 22 1:36 PM","2011-12-22 17:00:00+00","2011-12-22 17:00:00+00","2011-12-22 18:45:00+00","2011-12-22 18:36:00+00"
"2011-12-22","UA-2708-EWR-CLT","A37","C6","Thu, Dec 22 2:55 PM","Thu, Dec 22 2:55 PM","Thu, Dec 22 4:53 PM","Thu, Dec 22 4:48 PM","2011-12-22 19:55:00+00","2011-12-22 19:55:00+00","2011-12-22 21:53:00+00","2011-12-22 21:48:00+00"
"2011-12-22","UA-2726-FLL-PHL","E3","C17","Thu, Dec 22 4:00 PM","Thu, Dec 22 4:00 PM","Thu, Dec 22 6:46 PM","Thu, Dec 22 6:21 PM","2011-12-22 21:00:00+00","2011-12-22 21:00:00+00","2011-12-22 23:46:00+00","2011-12-22 23:21:00+00"
"2011-12-26","UA-233-LAX-JFK","73","5","Mon, Dec 26 4:25 PM","Mon, Dec 26 4:25 PM","Tue, Dec 27 12:44 AM","Tue, Dec 27 12:44 AM","2011-12-27 00:25:00+00","2011-12-27 00:25:00+00","2011-12-27 05:44:00+00","2011-12-27 05:44:00+00"
"2011-12-22","UA-6273-YYC-SFO","--","77A","Thu, Dec 22 7:45 AM","Thu, Dec 22 7:38 AM","Thu, Dec 22 9:53 AM","Thu, Dec 22 9:15 AM","2011-12-22 14:45:00+00","2011-12-22 14:38:00+00","2011-12-22 17:53:00+00","2011-12-22 17:15:00+00"
"2011-12-22","UA-2314-ATL-PHL","D23","C26","Thu, Dec 22 2:55 PM","Thu, Dec 22 2:55 PM","Thu, Dec 22 5:00 PM","Thu, Dec 22 4:30 PM","2011-12-22 19:55:00+00","2011-12-22 19:55:00+00","2011-12-22 22:00:00+00","2011-12-22 21:30:00+00"
"2011-12-22","UA-382-IAD-LAX","D5","86","Thu, Dec 22 8:35 AM","Thu, Dec 22 8:31 AM","Thu, Dec 22 11:28 AM","Thu, Dec 22 11:23 AM","2011-12-22 13:35:00+00","2011-12-22 13:31:00+00","2011-12-22 19:28:00+00","2011-12-22 19:23:00+00"
"2011-12-26","UA-2830-MCO-CLT","58","C10","Mon, Dec 26 3:27 PM","Mon, Dec 26 3:27 PM","Mon, Dec 26 5:05 PM","Mon, Dec 26 5:04 PM","2011-12-26 20:27:00+00","2011-12-26 20:27:00+00","2011-12-26 22:05:00+00","2011-12-26 22:04:00+00"
"2011-12-26","UA-37-EWR-MCO","C136","39","Mon, Dec 26 1:29 PM","Mon, Dec 26 1:29 PM","Mon, Dec 26 4:22 PM","Mon, Dec 26 4:13 PM","2011-12-26 18:29:00+00","2011-12-26 18:29:00+00","2011-12-26 21:22:00+00","2011-12-26 21:13:00+00"
"2011-12-26","UA-2708-EWR-CLT","A37","C13","Mon, Dec 26 2:55 PM","Mon, Dec 26 2:55 PM","Mon, Dec 26 4:53 PM","Mon, Dec 26 4:37 PM","2011-12-26 19:55:00+00","2011-12-26 19:55:00+00","2011-12-26 21:53:00+00","2011-12-26 21:37:00+00"
"2011-12-26","UA-2945-PHL-CLT","C21","C12","Mon, Dec 26 12:00 AM","Mon, Dec 26 10:11 AM","Mon, Dec 26 1:45 PM","Mon, Dec 26 1:24 PM","2011-12-26 17:00:00+00","2011-12-26 15:11:00+00","2011-12-26 18:45:00+00","2011-12-26 18:24:00+00"
"2011-12-26","UA-2726-FLL-PHL","E3","C17","Mon, Dec 26 4:00 PM","Mon, Dec 26 4:00 PM","Mon, Dec 26 6:46 PM","Mon, Dec 26 6:34 PM","2011-12-26 21:00:00+00","2011-12-26 21:00:00+00","2011-12-26 23:46:00+00","2011-12-26 23:34:00+00"
"2011-12-28","UA-233-LAX-JFK","73","8","Wed, Dec 28 4:25 PM","Wed, Dec 28 4:25 PM","Thu, Dec 29 12:44 AM","Thu, Dec 29 12:44 AM","2011-12-29 00:25:00+00","2011-12-29 00:25:00+00","2011-12-29 05:44:00+00","2011-12-29 05:44:00+00"
"2011-12-26","UA-6273-YYC-SFO","--","77A","Mon, Dec 26 7:45 AM","Mon, Dec 26 7:47 AM","Mon, Dec 26 9:53 AM","Mon, Dec 26 10:56 AM","2011-12-26 14:45:00+00","2011-12-26 14:47:00+00","2011-12-26 17:53:00+00","2011-12-26 18:56:00+00"
"2011-12-28","UA-37-EWR-MCO","C82","39","Wed, Dec 28 1:29 PM","Wed, Dec 28 1:30 PM            Delayed","Wed, Dec 28 4:22 PM","Wed, Dec 28 4:18 PM","2011-12-28 18:29:00+00","2011-12-28 18:30:00+00","2011-12-28 21:22:00+00","2011-12-28 21:18:00+00"
"2011-12-28","UA-37-EDI-EWR","--","B61","Wed, Dec 28 9:05 AM","Wed, Dec 28 9:31 AM","Wed, Dec 28 11:53 AM","Wed, Dec 28 12:36 PM","2011-12-28 09:05:00+00","2011-12-28 09:31:00+00","2011-12-28 16:53:00+00","2011-12-28 17:36:00+00"
"2011-12-28","UA-2708-EWR-CLT","A37","C13","Wed, Dec 28 2:55 PM","Wed, Dec 28 2:55 PM","Wed, Dec 28 4:53 PM","Wed, Dec 28 4:36 PM","2011-12-28 19:55:00+00","2011-12-28 19:55:00+00","2011-12-28 21:53:00+00","2011-12-28 21:36:00+00"
"2011-12-28","UA-2945-PHL-CLT","C21","C17","Wed, Dec 28 12:00 AM","Wed, Dec 28 10:11 AM","Wed, Dec 28 1:45 PM","Wed, Dec 28 1:31 PM","2011-12-28 17:00:00+00","2011-12-28 15:11:00+00","2011-12-28 18:45:00+00","2011-12-28 18:31:00+00"
"2011-12-28","UA-2726-FLL-PHL","E3","C20","Wed, Dec 28 4:00 PM","Wed, Dec 28 4:00 PM","Wed, Dec 28 6:46 PM","Wed, Dec 28 6:39 PM","2011-12-28 21:00:00+00","2011-12-28 21:00:00+00","2011-12-28 23:46:00+00","2011-12-28 23:39:00+00"
"2011-12-28","UA-6273-YYC-SFO","--","77A","Wed, Dec 28 7:45 AM","Wed, Dec 28 7:44 AM","Wed, Dec 28 9:53 AM","Wed, Dec 28 9:46 AM","2011-12-28 14:45:00+00","2011-12-28 14:44:00+00","2011-12-28 17:53:00+00","2011-12-28 17:46:00+00"
"2011-12-30","CO-1023-IAH-DEN","","","Fri., Dec.30, 2011 11:40 a.m.","Fri., Dec.30, 2011 11:44 a.m.","Fri., Dec.30, 2011 1:20 p.m.","Fri., Dec.30, 2011 1:30 p.m.","2011-12-30 17:40:00+00","2011-12-30 17:44:00+00","2011-12-30 20:20:00+00","2011-12-30 20:30:00+00"
"2011-12-30","CO-1250-MIA-IAH","","","Fri., Dec.30, 2011 2:49 p.m.","Fri., Dec.30, 2011 2:52 p.m.","Fri., Dec.30, 2011 4:50 p.m.","Fri., Dec.30, 2011 4:55 p.m.","2011-12-30 19:49:00+00","2011-12-30 19:52:00+00","2011-12-30 22:50:00+00","2011-12-30 22:55:00+00"
"2011-12-30","CO-62-IAH-EWR","","","Fri., Dec.30, 2011 2:30 p.m.","Fri., Dec.30, 2011 3:10 p.m.","Fri., Dec.30, 2011 7:03 p.m.","Fri., Dec.30, 2011 7:16 p.m.","2011-12-30 20:30:00+00","2011-12-30 21:10:00+00","2011-12-31 00:03:00+00","2011-12-31 00:16:00+00"
"2011-12-30","CO-1614-LAX-IAH","","","Fri., Dec.30, 2011 12:30 a.m.","Fri., Dec.30, 2011 12:37 a.m.","Fri., Dec.30, 2011 5:36 a.m.","Fri., Dec.30, 2011 5:30 a.m.","2011-12-30 08:30:00+00","2011-12-30 08:37:00+00","2011-12-30 11:36:00+00","2011-12-30 11:30:00+00"
"2011-12-30","CO-52-IAH-LAX","","","Fri., Dec.30, 2011 7:35 a.m.","Fri., Dec.30, 2011 7:38 a.m.","Fri., Dec.30, 2011 9:30 a.m.","Fri., Dec.30, 2011 9:18 a.m.","2011-12-30 13:35:00+00","2011-12-30 13:38:00+00","2011-12-30 17:30:00+00","2011-12-30 17:18:00+00"
"2011-12-30","CO-89-IAH-EWR","","","Fri., Dec.30, 2011 6:00 a.m.","Fri., Dec.30, 2011 5:57 a.m.","Fri., Dec.30, 2011 10:20 a.m.","Fri., Dec.30, 2011 10:00 a.m.","2011-12-30 12:00:00+00","2011-12-30 11:57:00+00","2011-12-30 15:20:00+00","2011-12-30 15:00:00+00"
"2011-12-30","CO-1090-BOS-IAH","","","Fri., Dec.30, 2011 9:50 a.m.","Fri., Dec.30, 2011 9:47 a.m.","Fri., Dec.30, 2011 1:20 p.m.","Fri., Dec.30, 2011 1:06 p.m.","2011-12-30 14:50:00+00","2011-12-30 14:47:00+00","2011-12-30 19:20:00+00","2011-12-30 19:06:00+00"
"2011-12-30","UA-2945-PHL-CLT","C21","C14","Fri, Dec 30 12:00 AM","Fri, Dec 30 7:11 AM","Fri, Dec 30 1:45 PM","Fri, Dec 30 1:22 PM","2011-12-30 17:00:00+00","2011-12-30 12:11:00+00","2011-12-30 18:45:00+00","2011-12-30 18:22:00+00"
"2011-12-30","CO-45-EWR-MIA","","","Fri., Dec.30, 2011 3:50 p.m.","Fri., Dec.30, 2011 4:09 p.m.","Fri., Dec.30, 2011 7:05 p.m.","Fri., Dec.30, 2011 7:04 p.m.","2011-12-30 20:50:00+00","2011-12-30 21:09:00+00","2011-12-31 00:05:00+00","2011-12-31 00:04:00+00"
"2011-12-30","UA-6273-YYC-SFO","--","77A","Fri, Dec 30 7:45 AM","Fri, Dec 30 7:45 AM","Fri, Dec 30 9:53 AM","Fri, Dec 30 10:11 AM","2011-12-30 14:45:00+00","2011-12-30 14:45:00+00","2011-12-30 17:53:00+00","2011-12-30 18:11:00+00"
"2011-12-30","UA-2314-ATL-PHL","D23","C26","Fri, Dec 30 2:55 PM","Fri, Dec 30 2:55 PM","Fri, Dec 30 5:00 PM","Fri, Dec 30 4:46 PM","2011-12-30 19:55:00+00","2011-12-30 19:55:00+00","2011-12-30 22:00:00+00","2011-12-30 21:46:00+00"
"2011-12-30","UA-382-IAD-LAX","C27","76","Fri, Dec 30 12:20 PM","Fri, Dec 30 12:18 PM            On Time","Fri, Dec 30 3:08 PM","Fri, Dec 30 2:46 PM","2011-12-30 17:20:00+00","2011-12-30 17:18:00+00","2011-12-30 23:08:00+00","2011-12-30 22:46:00+00"
"2012-01-02","UA-37-EWR-MCO","C134","39","Mon, Jan 2 1:29 PM","Mon, Jan 2 2:08 PM            Delayed","Mon, Jan 2 4:22 PM","Mon, Jan 2 5:02 PM","2012-01-02 18:29:00+00","2012-01-02 19:08:00+00","2012-01-02 21:22:00+00","2012-01-02 22:02:00+00"
"2011-12-30","UA-382-IAD-LAX","C27","75B","Fri, Dec 30 12:20 PM","Fri, Dec 30 12:18 PM            On Time","Fri, Dec 30 3:08 PM","Fri, Dec 30 2:45 PM","2011-12-30 17:20:00+00","2011-12-30 17:18:00+00","2011-12-30 23:08:00+00","2011-12-30 22:45:00+00"
"2012-01-02","CO-1023-IAH-DEN","","","Mon., Jan.02, 2012 11:40 a.m.","Mon., Jan.02, 2012 11:52 a.m.","Mon., Jan.02, 2012 1:20 p.m.","Mon., Jan.02, 2012 1:33 p.m.","2012-01-02 17:40:00+00","2012-01-02 17:52:00+00","2012-01-02 20:20:00+00","2012-01-02 20:33:00+00"
"2011-12-09","AA-2312-DFW-DTW"," C27"," D32    ","December 9, 2011               08:25 PM    ","December 9, 2011     ","December 9, 2011               11:50 PM    ","December 9, 2011     ","2011-12-10 02:25:00+00","","2011-12-10 04:50:00+00",""
"2011-12-09","AA-649-ORD-SNA"," K15"," 7    ","December 9, 2011               01:30 PM    ","December 9, 2011     ","December 9, 2011               03:50 PM    ","December 9, 2011     ","2011-12-09 19:30:00+00","","2011-12-09 23:50:00+00",""
"2011-12-09","AA-1640-MIA-MCO"," D33"," 14    ","December 9, 2011               06:30 PM    ","December 9, 2011     ","December 9, 2011               07:25 PM    ","December 9, 2011     ","2011-12-09 23:30:00+00","","2011-12-10 00:25:00+00",""
"2011-12-09","AA-3823-LAX-DEN"," 44E"," A49    ","December 9, 2011               09:00 PM    ","December 9, 2011     ","December 10, 2011               12:15 AM    ","December 10, 2011     ","2011-12-10 05:00:00+00","","2011-12-10 07:15:00+00",""
"2012-01-02","UA-233-LAX-JFK","70B","10","Mon, Jan 2 4:25 PM","Mon, Jan 2 4:25 PM","Tue, Jan 3 12:44 AM","Tue, Jan 3 12:44 AM","2012-01-03 00:25:00+00","2012-01-03 00:25:00+00","2012-01-03 05:44:00+00","2012-01-03 05:44:00+00"
"2012-01-02","UA-37-EDI-EWR","--","B56","Mon, Jan 2 9:05 AM","Mon, Jan 2 9:28 AM","Mon, Jan 2 11:53 AM","Mon, Jan 2 12:29 PM","2012-01-02 09:05:00+00","2012-01-02 09:28:00+00","2012-01-02 16:53:00+00","2012-01-02 17:29:00+00"
"2012-01-02","UA-2708-EWR-CLT","A37","C13","Mon, Jan 2 2:55 PM","Mon, Jan 2 2:55 PM","Mon, Jan 2 4:53 PM","Mon, Jan 2 5:04 PM","2012-01-02 19:55:00+00","2012-01-02 19:55:00+00","2012-01-02 21:53:00+00","2012-01-02 22:04:00+00"
"2011-12-09","AA-1522-SFO-ORD"," 56A"," H9    ","December 9, 2011               11:55 PM    ","December 9, 2011     ","December 10, 2011               05:50 AM    ","December 10, 2011     ","2011-12-10 07:55:00+00","","2011-12-10 11:50:00+00",""
"2011-12-09","AA-204-LAX-MCO"," 43"," TBA    ","December 9, 2011               11:25 PM    ","December 9, 2011     ","December 10, 2011               06:55 AM    ","December 10, 2011     ","2011-12-10 07:25:00+00","","2011-12-10 11:55:00+00",""
"2012-01-02","UA-2726-FLL-PHL","E3","C17","Mon, Jan 2 4:00 PM","Mon, Jan 2 4:00 PM","Mon, Jan 2 6:46 PM","Mon, Jan 2 6:39 PM","2012-01-02 21:00:00+00","2012-01-02 21:00:00+00","2012-01-02 23:46:00+00","2012-01-02 23:39:00+00"
"2012-01-02","UA-3099-PHX-PHL","A7","B11","Mon, Jan 2 11:55 AM","","Mon, Jan 2 6:17 PM","","2012-01-02 18:55:00+00","","2012-01-02 23:17:00+00",""
"2012-01-02","UA-2945-PHL-CLT","C30","C17","Mon, Jan 2 12:00 AM","Mon, Jan 2 8:11 AM","Mon, Jan 2 1:45 PM","Mon, Jan 2 1:38 PM","2012-01-02 17:00:00+00","2012-01-02 13:11:00+00","2012-01-02 18:45:00+00","2012-01-02 18:38:00+00"
"2012-01-02","UA-6273-YYC-SFO","--","79","Mon, Jan 2 7:35 AM","Mon, Jan 2 7:39 AM","Mon, Jan 2 9:43 AM","Mon, Jan 2 9:28 AM","2012-01-02 14:35:00+00","2012-01-02 14:39:00+00","2012-01-02 17:43:00+00","2012-01-02 17:28:00+00"
"2012-01-02","UA-2314-ATL-PHL","D23","C26","Mon, Jan 2 2:55 PM","Mon, Jan 2 3:03 PM","Mon, Jan 2 5:00 PM","Mon, Jan 2 5:03 PM","2012-01-02 19:55:00+00","2012-01-02 20:03:00+00","2012-01-02 22:00:00+00","2012-01-02 22:03:00+00"
"2011-12-08","AA-4277-CVG-JFK"," 1"," 32H    ","December 8, 2011               12:10 PM    ","December 8, 2011               12:02 PM    ","December 8, 2011               02:15 PM    ","December 8, 2011               01:46 PM    ","2011-12-08 17:10:00+00","2011-12-08 17:02:00+00","2011-12-08 19:15:00+00","2011-12-08 18:46:00+00"
"2011-12-08","AA-85-JFK-SFO"," 33"," 56A    ","December 8, 2011               03:05 PM    ","December 8, 2011               03:12 PM    ","December 8, 2011               06:30 PM    ","December 8, 2011               06:35 PM    ","2011-12-08 20:05:00+00","2011-12-08 20:12:00+00","2011-12-09 02:30:00+00","2011-12-09 02:35:00+00"
"2011-12-08","AA-404-MIA-MCO"," E5"," 16    ","December 8, 2011               06:45 AM    ","December 8, 2011               06:40 AM    ","December 8, 2011               07:45 AM    ","December 8, 2011               07:35 AM    ","2011-12-08 11:45:00+00","2011-12-08 11:40:00+00","2011-12-08 12:45:00+00","2011-12-08 12:35:00+00"
"2011-12-08","AA-446-DFW-PHL"," D40"," A3    ","December 8, 2011               11:50 AM    ","December 8, 2011               11:47 AM    ","December 8, 2011               03:50 PM    ","December 8, 2011               03:51 PM    ","2011-12-08 17:50:00+00","2011-12-08 17:47:00+00","2011-12-08 20:50:00+00","2011-12-08 20:51:00+00"
"2011-12-08","AA-2268-PHX-ORD"," 6"," K15    ","December 8, 2011               07:15 AM    ","December 8, 2011               07:12 AM    ","December 8, 2011               11:35 AM    ","December 8, 2011               11:12 AM    ","2011-12-08 14:15:00+00","2011-12-08 14:12:00+00","2011-12-08 17:35:00+00","2011-12-08 17:12:00+00"
"2011-12-08","AA-4344-ORD-DTW"," G7"," D28    ","December 8, 2011               11:45 AM    ","December 8, 2011               11:43 AM    ","December 8, 2011               02:00 PM    ","December 8, 2011               01:59 PM    ","2011-12-08 17:45:00+00","2011-12-08 17:43:00+00","2011-12-08 19:00:00+00","2011-12-08 18:59:00+00"
"2011-12-08","AA-484-DFW-MIA"," D21"," D33    ","December 8, 2011               04:15 PM    ","December 8, 2011               04:12 PM    ","December 8, 2011               07:55 PM    ","December 8, 2011               07:57 PM    ","2011-12-08 22:15:00+00","2011-12-08 22:12:00+00","2011-12-09 00:55:00+00","2011-12-09 00:57:00+00"
"2011-12-08","AA-3979-CVG-ORD"," 1"," G12    ","December 8, 2011               07:30 AM    ","December 8, 2011               07:35 AM    ","December 8, 2011               08:00 AM    ","December 8, 2011               08:01 AM    ","2011-12-08 12:30:00+00","2011-12-08 12:35:00+00","2011-12-08 14:00:00+00","2011-12-08 14:01:00+00"
"2011-12-08","AA-3859-IAH-ORD"," A29"," G9    ","December 8, 2011               07:10 AM    ","December 8, 2011               07:02 AM    ","December 8, 2011               09:40 AM    ","December 8, 2011               09:16 AM    ","2011-12-08 13:10:00+00","2011-12-08 13:02:00+00","2011-12-08 15:40:00+00","2011-12-08 15:16:00+00"
"2011-12-08","AA-3842-MSP-ORD"," E14"," H3A    ","December 8, 2011               06:00 AM    ","December 8, 2011               05:56 AM    ","December 8, 2011               07:30 AM    ","December 8, 2011               07:08 AM    ","2011-12-08 12:00:00+00","2011-12-08 11:56:00+00","2011-12-08 13:30:00+00","2011-12-08 13:08:00+00"
"2011-12-08","AA-1544-SAN-ORD"," 27"," K5    ","December 8, 2011               11:25 AM    ","December 8, 2011               11:18 AM    ","December 8, 2011               05:25 PM    ","December 8, 2011               05:12 PM    ","2011-12-08 19:25:00+00","2011-12-08 19:18:00+00","2011-12-08 23:25:00+00","2011-12-08 23:12:00+00"
"2011-12-08","AA-518-MIA-JFK"," D1"," 33    ","December 8, 2011               06:30 AM    ","December 8, 2011               06:26 AM    ","December 8, 2011               09:15 AM    ","December 8, 2011               08:56 AM    ","2011-12-08 11:30:00+00","2011-12-08 11:26:00+00","2011-12-08 14:15:00+00","2011-12-08 13:56:00+00"
"2011-12-08","AA-2525-DFW-MIA"," C8"," D1    ","December 8, 2011               07:25 AM    ","December 8, 2011               07:26 AM    ","December 8, 2011               11:10 AM    ","December 8, 2011               11:20 AM    ","2011-12-08 13:25:00+00","2011-12-08 13:26:00+00","2011-12-08 16:10:00+00","2011-12-08 16:20:00+00"
"2011-12-08","AA-1279-DFW-PHX"," A37"," 4    ","December 8, 2011               01:00 PM    ","December 8, 2011               12:57 PM    ","December 8, 2011               02:35 PM    ","December 8, 2011               02:33 PM    ","2011-12-08 19:00:00+00","2011-12-08 18:57:00+00","2011-12-08 21:35:00+00","2011-12-08 21:33:00+00"
"2011-12-08","AA-1434-DFW-MCO"," C35"," 17    ","December 8, 2011               07:15 AM    ","December 8, 2011               07:10 AM    ","December 8, 2011               10:35 AM    ","December 8, 2011               10:40 AM    ","2011-12-08 13:15:00+00","2011-12-08 13:10:00+00","2011-12-08 15:35:00+00","2011-12-08 15:40:00+00"
"2011-12-08","AA-59-JFK-SFO"," 42"," 58B    ","December 8, 2011               07:10 AM    ","December 8, 2011               07:06 AM    ","December 8, 2011               10:45 AM    ","December 8, 2011               10:41 AM    ","2011-12-08 12:10:00+00","2011-12-08 12:06:00+00","2011-12-08 18:45:00+00","2011-12-08 18:41:00+00"
"2011-12-08","AA-415-BOS-ORD"," B31"," H17    ","December 8, 2011               08:35 AM    ","December 8, 2011               08:30 AM    ","December 8, 2011               10:40 AM    ","December 8, 2011               10:57 AM    ","2011-12-08 13:35:00+00","2011-12-08 13:30:00+00","2011-12-08 16:40:00+00","2011-12-08 16:57:00+00"
"2011-12-08","AA-222-LAX-BOS"," 48B"," B28    ","December 8, 2011               07:10 AM    ","December 8, 2011               07:07 AM    ","December 8, 2011               03:30 PM    ","December 8, 2011               03:07 PM    ","2011-12-08 15:10:00+00","2011-12-08 15:07:00+00","2011-12-08 20:30:00+00","2011-12-08 20:07:00+00"
"2011-12-08","AA-1165-JFK-MIA"," 44"," D25    ","December 8, 2011               06:59 AM    ","December 8, 2011               07:11 AM    ","December 8, 2011               10:34 AM    ","December 8, 2011               10:14 AM    ","2011-12-08 11:59:00+00","2011-12-08 12:11:00+00","2011-12-08 15:34:00+00","2011-12-08 15:14:00+00"
"2011-12-08","AA-3786-IAH-ORD"," A29"," G6B    ","December 8, 2011               04:00 PM    ","December 8, 2011               03:54 PM    ","December 8, 2011               06:40 PM    ","December 8, 2011               06:20 PM    ","2011-12-08 22:00:00+00","2011-12-08 21:54:00+00","2011-12-09 00:40:00+00","2011-12-09 00:20:00+00"
"2011-12-08","AA-4330-CVG-ORD"," 1"," G10    ","December 8, 2011               03:35 PM    ","December 8, 2011               03:27 PM    ","December 8, 2011               04:00 PM    ","December 8, 2011               03:35 PM    ","2011-12-08 20:35:00+00","2011-12-08 20:27:00+00","2011-12-08 22:00:00+00","2011-12-08 21:35:00+00"
"2011-12-08","AA-3468-CVG-MIA"," 5"," D53    ","December 8, 2011               07:00 AM    ","December 8, 2011               06:58 AM    ","December 8, 2011               09:55 AM    ","December 8, 2011               09:51 AM    ","2011-12-08 12:00:00+00","2011-12-08 11:58:00+00","2011-12-08 14:55:00+00","2011-12-08 14:51:00+00"
"2011-12-08","AA-466-IAH-MIA"," A27"," D24    ","December 8, 2011               06:00 AM    ","December 8, 2011               05:55 AM    ","December 8, 2011               09:20 AM    ","December 8, 2011               09:12 AM    ","2011-12-08 12:00:00+00","2011-12-08 11:55:00+00","2011-12-08 14:20:00+00","2011-12-08 14:12:00+00"
"2011-12-08","AA-3-JFK-LAX"," 42"," 47B    ","December 8, 2011               12:00 PM    ","December 8, 2011               11:54 AM    ","December 8, 2011               03:15 PM    ","December 8, 2011               03:03 PM    ","2011-12-08 17:00:00+00","2011-12-08 16:54:00+00","2011-12-08 23:15:00+00","2011-12-08 23:03:00+00"
"2011-12-08","AA-1007-MIA-PHX"," D12"," 6    ","December 8, 2011               04:55 PM    ","December 8, 2011               05:05 PM    ","December 8, 2011               08:05 PM    ","December 8, 2011               08:17 PM    ","2011-12-08 21:55:00+00","2011-12-08 22:05:00+00","2011-12-09 03:05:00+00","2011-12-09 03:17:00+00"
"2011-12-29","AA-649-ORD-SNA"," K16"," 7    ","December 29, 2011               01:30 PM    ","December 29, 2011     ","December 29, 2011               03:50 PM    ","December 29, 2011     ","2011-12-29 19:30:00+00","","2011-12-29 23:50:00+00",""
"2011-12-08","AA-271-MIA-LAX"," D24"," 42B    ","December 8, 2011               11:35 AM    ","December 8, 2011               11:34 AM    ","December 8, 2011               02:25 PM    ","December 8, 2011               02:13 PM    ","2011-12-08 16:35:00+00","2011-12-08 16:34:00+00","2011-12-08 22:25:00+00","2011-12-08 22:13:00+00"
"2011-12-08","AA-643-MIA-ORD"," D11"," H15    ","December 8, 2011               07:10 AM    ","December 8, 2011               07:06 AM    ","December 8, 2011               09:35 AM    ","December 8, 2011               09:08 AM    ","2011-12-08 12:10:00+00","2011-12-08 12:06:00+00","2011-12-08 15:35:00+00","2011-12-08 15:08:00+00"
"2011-12-08","AA-4198-ORD-CLE"," G20"," A1    ","December 8, 2011               10:40 AM    ","December 8, 2011               10:40 AM    ","December 8, 2011               12:55 PM    ","December 8, 2011               12:39 PM    ","2011-12-08 16:40:00+00","2011-12-08 16:40:00+00","2011-12-08 17:55:00+00","2011-12-08 17:39:00+00"
"2011-12-08","AA-400-DFW-JFK"," D17"," 38    ","December 8, 2011               10:40 AM    ","December 8, 2011               10:50 AM    ","December 8, 2011               02:59 PM    ","December 8, 2011               02:54 PM    ","2011-12-08 16:40:00+00","2011-12-08 16:50:00+00","2011-12-08 19:59:00+00","2011-12-08 19:54:00+00"
"2011-12-08","AA-1886-BOS-MIA"," B31"," D23    ","December 8, 2011               10:45 AM    ","December 8, 2011               10:45 AM    ","December 8, 2011               02:20 PM    ","December 8, 2011               02:19 PM    ","2011-12-08 15:45:00+00","2011-12-08 15:45:00+00","2011-12-08 19:20:00+00","2011-12-08 19:19:00+00"
"2011-12-08","AA-1917-JFK-MCO"," 34"," 14    ","December 8, 2011               02:55 PM    ","December 8, 2011               02:49 PM    ","December 8, 2011               05:55 PM    ","December 8, 2011               05:46 PM    ","2011-12-08 19:55:00+00","2011-12-08 19:49:00+00","2011-12-08 22:55:00+00","2011-12-08 22:46:00+00"
"2011-12-08","AA-3809-PHX-LAX"," 2"," 44J    ","December 8, 2011               06:00 AM    ","December 8, 2011               06:14 AM    ","December 8, 2011               06:40 AM    ","December 8, 2011               06:45 AM    ","2011-12-08 13:00:00+00","2011-12-08 13:14:00+00","2011-12-08 14:40:00+00","2011-12-08 14:45:00+00"
"2011-12-08","AA-2957-DFW-CVG"," B9A"," 3    ","December 8, 2011               07:55 AM    ","December 8, 2011               07:51 AM    ","December 8, 2011               11:05 AM    ","December 8, 2011               10:51 AM    ","2011-12-08 13:55:00+00","2011-12-08 13:51:00+00","2011-12-08 16:05:00+00","2011-12-08 15:51:00+00"
"2011-12-09","AA-1221-MCO-ORD"," 15"," H11B    ","December 9, 2011               08:00 PM    ","December 9, 2011               08:03 PM    ","December 9, 2011               09:50 PM    ","December 9, 2011               09:31 PM    ","2011-12-10 01:00:00+00","2011-12-10 01:03:00+00","2011-12-10 03:50:00+00","2011-12-10 03:31:00+00"
