"eudract_number","open","single_blind","double_blind","randomised","crossover","parallel_group","arms","controlled","protocol_country_code"
"2011-000281-35","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-000391-34","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2011-000392-14","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","DK"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","PT"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","ES"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","NO"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","FI"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","SE"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","CZ"
"2011-000440-22","Yes","No","No","No","No","No","2+","No","AT"
"2011-000493-56","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-000493-56","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-000493-56","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-000756-42","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","IT"
"2011-001015-32","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2011-001015-32","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2011-001015-32","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2011-001015-32","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-001015-32","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","EE"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","LT"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2011-001345-32","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-001539-21","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-001988-52","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","IT"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","PL"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","DE"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","GB"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","SI"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","NL"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","BE"
"2011-001988-52","Yes","No","No","No","No","No","2+","No","SK"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2011-002159-32","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-002184-17","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-002184-17","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2011-002257-61","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","IT"
"2011-002271-42","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-002329-23","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2011-002329-23","Yes","No","No","Yes","No","Yes","2+","Yes","LT"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2011-002380-24","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2011-002669-40","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2011-002669-40","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-002669-40","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-002715-28","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-002715-28","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-002715-28","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-002715-28","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2011-002843-92","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-002843-92","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-002843-92","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-002843-92","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-002843-92","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2011-002843-92","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","NO"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2011-002887-26","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2011-003130-14","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-003130-14","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-003130-14","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-003130-14","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2011-003130-14","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2011-003130-14","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2011-003168-63","Yes","No","No","No","No","No","2+","No","DE"
"2011-003179-12","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-003545-18","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2011-004062-15","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-004062-15","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-004237-14","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-004237-14","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-004237-14","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-004237-14","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-004237-14","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2011-004237-14","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-004301-24","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","IT"
"2011-004301-24","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2011-004301-24","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","FR"
"2011-004396-36","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-004396-36","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-004396-36","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2011-004593-29","Yes","No","No","No","No","No","2+","No","DE"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","IT"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","PL"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","BE"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","CZ"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","HU"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","SK"
"2011-004618-40","Yes","No","No","No","No","No","2+","No","Outside EU/EEA"
"2011-004868-30","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2011-004868-30","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2011-004868-30","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-004868-30","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-004868-30","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2011-005018-13","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-005238-21","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2011-005238-21","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-005243-28","Yes","No","No","No","No","No","2+","No","SE"
"2011-005296-16","Yes","No","No","No","No","No","2+","No","DE"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","ES"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","GB"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","PT"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","BG"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","GR"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","DE"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","IE"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","FI"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","IT"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","HU"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","CZ"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","SI"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","PL"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","LT"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","FR"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","SK"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","SE"
"2011-005328-17","Yes","No","No","Yes","No","No","2+","Yes","NL"
"2011-005422-21","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","NL"
"2011-005422-21","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","ES"
"2011-005422-21","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","SE"
"2011-005422-21","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2011-005422-21","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","IT"
"2011-005422-21","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DK"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2011-005491-41","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2011-005539-22","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2011-005722-21","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2011-005975-17","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2011-005991-40","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2011-006041-14","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2011-006250-90","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2011-006250-90","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-000066-37","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-000066-37","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2012-000072-42","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","DK"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","BE"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","GB"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","NO"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","DE"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","IE"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","IT"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","CZ"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","SE"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","AT"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","FI"
"2012-000075-16","Yes","No","No","No","No","No","2+","No","NL"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","LU"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-000095-42","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2012-000128-16","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2012-000171-17","Yes","No","No","No","No","No","2+","No","CZ"
"2012-000171-17","Yes","No","No","No","No","No","2+","No","HU"
"2012-000171-17","Yes","No","No","No","No","No","2+","No","RO"
"2012-000171-17","Yes","No","No","No","No","No","2+","No","PL"
"2012-000171-17","Yes","No","No","No","No","No","2+","No","DE"
"2012-000171-17","Yes","No","No","No","No","No","2+","No","Outside EU/EEA"
"2012-000414-11","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
